Comment,Id
"I called SuperDuperNetwork to claim that there was a voice service which I never used on my account. Actually, I called in this May said I only needed Internet service. However, the phone service was still on my account for half a year. Today I called the",001B000001LLajIIAT
"service, tech calls never followed thru with. In short, they suck. I also can only use my devices within 15 direct feet of my wireless modem.",001B000001LLajJIAT
"I spent over an hour on chat with ""Jacob"". I told him what my family needs were, and that we've been with a competitor since 2006. He comes back and says ""Sign up today for a two year agreement and for a limited time only, you can get a Visa Card up to $2",001B000001LLajKIAT
"I made an account specifically to write a review for SuperDuperNetwork and their horribly rebranded ""SpecialtyMobility"" internet service. I moved away from NYC recently where we had Time Warner as our provider for TV, phone, and internet, and I'm starting",001B000001LLajLIAT
CrapCast is going to forever ** the consumers for 10x the value of what their services are actually worth. ConCast has even decided to split up its bandwidth forcing its customers to upgrade their old boxes to accommodate SpecialtyMobility's new spy softw,001B000001LLajMIAT
"It's my belief that SuperDuperNetwork agents are poorly trained. I just completed calls to them about my service, and was transferred from ""expert"" to expert, but in the end, my service was not restored, and I currently have no internet provider (Specialt",001B000001LLajNIAT
All of the negative reviews you read have common themes. SuperDuperNetwork was great for the first year. Increased the Price the second which was never disclosed. Increased again the third year and again when I cancelled. Every time you talk to someone th,001B000001LLajOIAT
I have been having issues with my internet gateway (supplied by SuperDuperNetwork) for over a year. At least twice each day my gateway loses the connection and does a total reset. Not only does this interrupt my internet connection but also my phone servi,001B000001LLajPIAT
"If the service would be reliable, I could possibly give 2-3 stars. I have experienced daily outages at any time of the day. I pay for service so that I can turn on my Smart TV and watch cable TV or use the internet when it is convenient for me. The repeat",001B000001LLajQIAT
"While on the internet doing some secure banking, I was interrupted by SuperDuperNetwork, to take one of their surveys. I consider this hacking and an invasion of my privacy. SuperDuperNetwork has no right to interfere with my internet connection for any r",001B000001LLajRIAT
"At least two to three times a week, usually late night or early morning SuperDuperNetwork internet service goes out. The latest time it went out at midnight and stayed out till 4:30 in the morning or later. The other complaint I have is that I pay for a m",001B000001LLajSIAT
"I requested the $19.99 internet service. However, I was billed $49.99. After speaking with more than seven customer service representative, I was told they couldn't correct the overbilling. Obviously, I'm VERY DISSATISFIED!!!",001B000001LLajTIAT
"First off, I've been without internet for a week and on demand for a week as well. So I call the second day after nothing worked the first day to schedule a visit and the automated system kept saying that there was an outage in my area and it'll be resolv",001B000001LLajUIAT
"I was asking the guy on phone why when I subnet themes router it make SuperDuperNetwork go down. The guy then said ""don't hook the cable from the router to a cable box"". I had said 6 or 8 times cat 5 or cat 6 wire why would that type be hook to a cable bo",001B000001LLajVIAT
I started trying to cancel my SpecialtyMobility subscription in an online chat with them which they said they would help me and wasted about 20 minutes of my time before they told me I had to call retention at the number they provided me which I did. And ,001B000001LLajWIAT
"I live in Treasure Coast FL and have been trying to get the internet working since August 21, 2016 - now 19 Sept. It has been on and off, on and off, on and off. ONLY in their Corp area do they make customer service a priority.",001B000001LLajXIAT
"On a Game Day in Knoxville, Tn they know how everyone loves to watch the VOLS. This cable company along with Infinity had the worse reception ever you could not even watch the game. This is the only cable company we can get are the SuperDuperNetwork/Infin",001B000001LLajYIAT
I have been SuperDuperNetwork customer since 2009. My house was build in 2013. I pay $99.06 for internet extreme 150. According to the customer solution I should be getting 150 mbps but since I move to the extreme 150 I have not been able pass 84-91 mbps.,001B000001LLajZIAT
Since I have been with SpecialtyMobility SuperDuperNetwork have had problem with agents and supervisor giving different instructions every time you call them. Some were rude and not willing to help at all. There are a few who goes above and beyond to help,001B000001LLajaIAD
"They jacked up rates without informing us. Then reaching a live agent was nearly impossible, as the prompts kept guiding us to upgrade our service or add new services.",001B000001LLajbIAD
"Just over an hour with 3 different departments and supervisors and multiple holds on a Saturday to find out the movie I BOUGHT on Pay per view is malfunctioning. Have been with SuperDuperNetwork for years, spent thousands of dollars and just didn't want t",001B000001LLajcIAD
So I have had SuperDuperNetwork in the past and my recent experience brought back suppressed memories. The sales representative made a mistake on my install date which I found out on the day of when no one showed up to install my equipment. He never apolo,001B000001LLajdIAD
I was experiencing some technical difficulties with my on demand service in June. Technical support solution to this problem was to reset my box. After a couple of attempts they seemed to have the system up and running. The support rep asked me if I was a,001B000001LLajeIAD
I have been using SuperDuperNetwork internet for 3 years. It was so far so good. I had this promotion last year and I am calling two months ago to the SuperDuperNetwork hotline asking if they are able to extend it for another year. The agents said yes. Bu,001B000001LLajfIAD
We have been with SuperDuperNetwork for less than 6 months. 1st of all when setting up our cable & Internet & security system they sent an unprofessional individual who spent over 10 hours setting these services up in our home - very uncomfortable and so ,001B000001LLajgIAD
"We paid over $3,000 to have SuperDuperNetwork run internet to our home. Ever since the beginning they have not been able to provide a signal nor have they provided the speed that we have paid for. We have had tech after tech at our home. We had some that ",001B000001LLajhIAD
"Watching tv and the picture went off with an ""error"" message and number. I was instructed to call service immediately and give them the number. I did so, and was asked ""What does that number mean, as I never heard it before."" I hung up and the next mornin",001B000001LLajiIAD
"Well, I moved to Chattanooga from Atlanta for a new career venture. I haven't purchased cable for at least 4 yrs now because I stream everything and I firmly believe cable tv is a waste of money that will soon be obsolete. Back to topic, I opted for Speci",001B000001LLajjIAD
"We signed up for SpecialtyMobility/SuperDuperNetwork but have been unable to watch 60 Minutes, the Olympics, and frequently other network channels. We get an error message to ""try later"". We called SpecialtyMobility with the error code, and instead of ref",001B000001LLajkIAD
"SpecialtyMobility (SuperDuperNetwork)... has a very obvious political agenda. I use SpecialtyMobility as my home page. That is about to end. Also am rethinking using SuperDuperNetwork altogether. The SpecialtyMobility home page is ALWAYS anti-Trump, anti-",001B000001LLajlIAD
Every single time I have a service outage I have to call and spend roughly 10 minutes -15 minutes on the phone to get a service credit. They give out credits based on the time the internet was down so it ends up being only like a dollar. The problem is th,001B000001LLajmIAD
"I have SuperDuperNetwork only because in my area there is only the choice of the ""two evil giants"", WATNet and SuperDuperNetwork which results in a stranglehold, illegal trust-like (monopoly) grip on consumers. Everything was working as well as could be e",001B000001LLajnIAD
"I was mislead to what the billing would be and was not given the correct information, I believe, due to the fact I am Italian, speak broken english and told the sales guy, that I could not read a lot english. My bill keeps going up and I keep getting diff",001B000001LLajoIAD
This is the company that will come over to your neighbors to install internet service and leave an orange cable across your driveway for weeks (a safety hazard for those children in the neighborhood). Then show up on a Friday afternoon to bury such cables,001B000001LLajpIAD
"I've been with SuperDuperNetwork for about a year and a half, I've gone through 2 modems, they just seem to go out, for the past 2 months my Internet has stopped working for about 5 mins a day to a whole day ever day. I have to reset my modem about 3-4 ti",001B000001LLajqIAD
"SuperDuperNetwork debt collectors have contacted me several times over the last 2 1/2 years for an account that was closed out in Jan, 2014 and that has had a zero balance. Each time they claim that I owe a different amount and each time SuperDuperNetwork",001B000001LLajrIAD
"Honestly, we see thousands of complaints, it's a monopoly here in SWFL with no realistic competition. I imagine that as long as they keep the politicians happy ($$) they will get whatever they want. Like many of us, I have major horror stories. Yes they i",001B000001LLajsIAD
"Constant difficulties with internet service, poor response to telephone support, unbelievable hold times, disconnects. Service always ""magically"" returns; but the down times last from 5 minutes to several hours. This is not what I pay for and is never add",001B000001LLajtIAD
"A year ago, SuperDuperNetwork talked me into a 12 month promotion for Internet-only service. I got higher speeds for less money. Great, except now that the 12 month promotion is over, my bill more than TRIPLED. I called to go back to my previous service a",001B000001LLajuIAD
I have been with SuperDuperNetwork for 7 years. Got new infinity modem. It never worked maybe 3 months. Had service men out here every other month. One even got caught lying that he fixed something and didn't touch it. They owed me some credit. I also hav,001B000001LLajvIAD
"My complaint is not really with the reps (although maybe). At work we have SuperDuperNetwork for internet and for email. Our internet service was so poor we called them, they confirmed our settings, made changes and then now charge is $20 plus for the cha",001B000001LLajwIAD
"Our WiFi had stopped working in our apartment, so we made an appointment for someone to come and fix it. It said they'd be here from 3-5 and they ended up showing up at around 630. He said that the apartment needed to be rewired, and that he'd have to get",001B000001LLajxIAD
"They will change your services without notice and charge you more. Also, they know there are no other providers in my area so they have jacked up prices to a lot more than TWC or FIOS customers pay anywhere for LESS service. I googled and found out that t",001B000001LLajyIAD
"I have SpecialtyMobility from SuperDuperNetwork. Every few months the price goes up. I've complained to them before about this and they lower the price but try to give a new contract for 2 years, then in a few months the price goes up again. I'm talking a",001B000001LLajzIAD
After taking an initial $64 they do a credit check... I need my money back. I never finished my application online. This is a ** COMPANY!,001B000001LLak0IAD
"Experienced intermittent internet issues. Called and spoke to a very friendly and professional customer service person in their internet area. Spent a good amount of time working through possible causes, gave me a few possible paths to fix with where he w",001B000001LLak1IAD
"I have always hated SuperDuperNetwork, but have used their services for years just because they are the most common service provider. I recently moved and tried to set up Internet through them at my new apartment. The confirmation email I received after o",001B000001LLak2IAD
"I read all about SuperDuperNetwork's customer service reps and was prepared for a nightmare. However, I was pleasantly surprised by the sales rep Sally. She helped me set up my new internet deal Lickity Split. People complain about how things weren't part",001B000001LLak3IAD
They are extremely disrespectful and would not help me or explain anything. I will never use SpecialtyMobility again and I will never recommend that anyone use SpecialtyMobility SuperDuperNetwork ever again due to my experience. I wouldn't want anyone to ,001B000001LLak4IAD
"So I tried to hook my printer up to my network through the provided modem through SuperDuperNetwork. I called in last night to get the USB port on the back to have it enabled, which is what the chat rep told me to do. I spoke to 3 different agents, none o",001B000001LLak5IAD
"The internet service SuperDuperNetwork provides is a royal pain. Not only do you not get anywhere near (not even half) of the speeds you pay for, it is constantly plagued with drops and DNS issues. Where I live, there are not many alternatives or I would ",001B000001LLak6IAD
"2 - 3 weeks ago I started having problems with my internet. Sometimes it would work perfect and I would get 70MB+ download speed, other times it would drop to ~2MB… I work from home and I am constantly using Skype to stay in touch with co-workers and clie",001B000001LLak7IAD
"SuperDuperNetwork is by far the WORST cable company in America. They have the WORST customer service, the highest rip off fees, horrible customer service and fraudulent termination fees. The service is UNRELIABLE and they enjoy ripping you off. DO not sig",001B000001LLak8IAD
"In June 2016, I went on a cruise to Alaska. I checked to be sure I would have internet access to check on my husband's severe heart condition and to provide support for my daughter who assumed caregiver responsibilities. I understood that weather and geog",001B000001LLak9IAD
SuperDuperNetwork notified that they are going to start charging for a cable modem that I own. They are now trying to claim that they own it. They have done this to me off and on for the last 4 years. They make me fight and waste my time. I ask for a cred,001B000001LLakAIAT
SuperDuperNetwork is the absolute worst... I make an appt to have cameras put up and upgrade my boxes. The rep made an appt for last Saturday. I got a call Saturday morning saying they couldn't make it because a tech wasn't available. I got a stupid $20 c,001B000001LLakBIAT
"Consistently, with the last couple of weeks (at least), I have had slow web page loading, download and upload speed, and poor reliability of packet/datagram transmission. I feel that they intentionally misrepresent their operational products and should be",001B000001LLakCIAT
"My SuperDuperNetwork cable box last night went into de-programmed mode by itself and would only receive Spanish language, could not change it back to English, tried many times, reverted on its own with no help from SuperDuperNetwork. I had to take the box",001B000001LLakDIAT
This is the worst company I have EVER dealt with! Their internet and TV are unworkable. Technical support is all in India. They do not understand anything. The phone system hangs up on you after telling you that your zip code has no service even though yo,001B000001LLakEIAT
"I have been going through this for over 2 years, maybe longer. I even went out and bought my own router to solve the problem, it didn't work. The problem started when I changed from DSL to Wireless Internet. I have been paying for high quality service, bu",001B000001LLakFIAT
Warning: Don't take SpecialtyMobility internet service if you have an alternate option. There was an internet outage on Friday (7/15/2016) in my area. When called the customer service the automated message confirmed the outage and provided option for subs,001B000001LLakGIAT
"SuperDuperNetwork is the WORST company I have EVER dealt with. I have been trying for 3 weeks now to get service with them, because unfortunately they are the ONLY internet providers in our new neighborhood! Unless we want DSL which is impossible since I ",001B000001LLakHIAT
"The company is a nightmare to get something solved. Their Customer practice is unethical. For example, they first offer on the phone an SpecialtyMobility Home (an alarm service for the house) as a free service included in the service. Then, when the worke",001B000001LLakIIAT
"SpecialtyMobility (SuperDuperNetwork) increased my monthly charge without noticing me, and the internet becomes unusable (several disconnects per night). After I contact the customer service, they are willing to refund me for only less than half of the ov",001B000001LLakJIAT
We are a small business. A customer is trying to get hold of us and they got a recording that our phone number via SuperDuperNetwork has been disconnected!!! Our phone is working just fine. I tested it by using my cell phone with a different area code to ,001B000001LLakKIAT
"After finding a rental charge on our bill, we looked at history going back at least a year and found that we were being charged for a modem rental fee ($10 per month) for a modem that we never requested or got from them. After requesting that our payment ",001B000001LLakLIAT
"I was a good customer for years. Recently, I called to move my service, as we were moving to a new house. Much to my dismay, I was told that SuperDuperNetwork doesn't service the area that I moved to, so, I was forced to get a different carrier. I was ini",001B000001LLakMIAT
"SuperDuperNetwork/ SpecialtyMobility offers the worst customer service. I was paying $34 for the modem and my internet service. I wouldn't complain about the internet service going in and out because yes, it was inexpensive. Almost 12 months with them, I ",001B000001LLakNIAT
"SuperDuperNetwork is literally the gold standard for horrific customer service! That is what they are most known for. The term ""SuperDuperNetwork bad"" is an actual term I have heard used in daily conversation regarding poor customer service. Until recentl",001B000001LLakOIAT
This should have been a 5 minute process. I should have been able to send a simple email to the SuperDuperNetwork customer service group requesting that my service be turned off at the end of this month. But SuperDuperNetwork does not conduct business via,001B000001LLakPIAT
I went in to trade in my old DVR for a newer one. I waited for a whole hour before being called to see a service rep. She asked me what I was there for even though she knew full well what I was there for. I told her I was there to exchange my DVR. I told ,001B000001LLakQIAT
"Crap, just plain crap. Their internet suck and I pay too much ** money to get this result. When I'm in the farthest room the internet is really, really pissy and I'm considering a ** switch. Also I've got the UNLIMITED data plan, and at the end of the res",001B000001LLakRIAT
While my entire relationship with SuperDuperNetwork has been nothing short of a nightmare today absolutely takes the cake and forces me to take pen in hand and vent my frustration with this company. For the last 2 years we have had nothing but trouble wit,001B000001LLakSIAT
The wifi signal is really really bad.,001B000001LLakTIAT
"SuperDuperNetwork has an extremely poor customer service. Several phone calls to SuperDuperNetwork on 2015 asking for my security deposit. Is July 2016 and I'm still waiting. They said on the last phone call, Rep. 1: ""You need two more weeks."" Rep. 2: ""Th",001B000001LLakUIAT
Took 3 times for them to install the system. First week or so was ok after that internet cut out all the time. Every time you call they have your phone number programmed in and it is a machine says they are having difficulties in your area. On Demand hard,001B000001LLakVIAT
"Where to start... I guess it's due to the monopoly that they have no reason to service customers. I moved into a SpecialtyMobility-only area and after 2 days, I could not be more dissatisfied. I've experienced no less than 5 errors, 2 related to channel l",001B000001LLakWIAT
I don't even know where to start. Well I got SuperDuperNetwork internet hooked up in 2012 and besides little issues I never had a problem UNTIL March of 2015! I have had about 30 modem/routers hooked up in my home always the same continuous problem. Speed,001B000001LLakXIAT
"I don't wish SuperDuperNetwork on my worst enemy!! I really believe they try to get customers and after 3 months when the contract is ""official"" this is when all the problem pops up. So I signed up with SuperDuperNetwork for internet and cable. I explaine",001B000001LLakYIAT
"A couple years ago we had a few service issues with SpecialtyMobility and as recompense they upgraded our service from basic to HD for free. It went away without any warning and when I called and asked why, was told that we weren't paying for it. Told the",001B000001LLakZIAT
"$700 bill. Really! If I could not give any stars I would. Change from WATNet to SuperDuperNetwork, worst decision ever. Only my child of 4 years, my husband and I use it. We barely home. And my husband only use when he has to check his laptop! That is jus",001B000001LLakaIAD
"I have recently dumped SuperDuperNetwork after 20 plus years of having an account with them and watching my bill triple and inch up almost monthly. When I call, they always give me the ""I see you are a loyal customer and here's what I'm gonna do for you"" ",001B000001LLakbIAD
"The service is garbage, much like the competence of the representatives. Here's my story. First, they changed my billing cycle to make it 3 weeks earlier than when was initially discussed, and naturally this was without warning. So of course I'm confused ",001B000001LLakcIAD
When testing speed on SuperDuperNetwork/SpecialtyMobility in morning it's 2.60 Mbps and at night it's 1.59 Mbps upload. Download in morning it's 5 Mbps but not enough to stream Netflix and it should be and in evening it's on from 8:30-9:30pm and OFF every,001B000001LLakdIAD
In the complex we live the phone/internet and TV company was being added. The new company is SuperDuperNetwork. We were assured that if in the installation process any damage would our properties by them will be fixed. SuperDuperNetwork damaged our sprink,001B000001LLakeIAD
"I signed up for the triple play with SuperDuperNetwork in July of 2015. It took them until the end of September to have me fully installed, inconvenient but it works. Or does it? My cable is fine, my phone goes out (doesn't work at all) a few times and my",001B000001LLakfIAD
"For a couple years I've used SuperDuperNetwork as my internet service, they have raised the price and I moved to another company. I have cancelled SuperDuperNetwork service on March 8th, 2016 and got a confirmation email. On March 22nd I received an email",001B000001LLakgIAD
"I would rather spend the next ten years of my life breaking rocks in a Turkish prison than have SuperDuperNetwork. Customer service is a joke. 4 hours, 8 phone calls just to ask one question. I asked the rep how she would rate SuperDuperNetwork service, s",001B000001LLakhIAD
Their internet is spotty at night. Their customer service is rude and they don't care about anything but a paid bill. I switched from ThunderNetworks to them and I can openly say that ThunderNetworks is worth the money. You get what you pay for and SuperD,001B000001LLakiIAD
"Very dishonest. Cancelled my service and they kept charging me for 2 subsequent months. Called and they said ""refund check in the mail"". Refund check never arrived. Called again 3 months later (after the 2 subsequent months) and they said I had early term",001B000001LLakjIAD
I pay for the top tier of internet in my area which is 120mbps. I am happy whenever I can get over 80mbps. Most of the time I am averaging around 5mbps on a wired connection. This is without their hotspot router. Currently I have 2.88mbps coming in hardwi,001B000001LLakkIAD
"By far the worst company in the world! From the technicians, customer service, and service itself. I have too many details to share which I don't feel like getting into but stay away! If you have other options in your area like FIOS for example, go with t",001B000001LLaklIAD
"I signed up for internet and was told I would be able to use wifi until my modem arrived. My wifi wasn't working and then when I called back they told me that I was signed up for the wrong plan and that my original plan was no longer available, did I want",001B000001LLakmIAD
"I signed up online. SuperDuperNetwork took my payment sent me the equipment then disconnected my service without ever starting. No one there is helpful, they don't speak English and they just transfer you from department to department.",001B000001LLaknIAD
"I am unable to comprehend how this company has survived with the poor communications skills within the company yet alone to the consumer. I was reeled in with a ""good deal"" and have already spent 2 visits to the location that ""set up service"", 8 phone cal",001B000001LLakoIAD
"They sent out 2 techs and still cannot fix. Both SpecialtyMobility Wi-Fi 2.4 and 5 GHz are intermittent. 10 seconds on by 2 seconds off – constantly. My download speed is great at 170 mbps and up is 15, which is good but the Wi-Fi sucks! Probably due to u",001B000001LLakpIAD
There are so many hidden fees with SpecialtyMobility and I am being charged 500 for canceling early. I have been in my home for two years and they said I had a three contract and could do nothing to help me out. They offer a fitness channel for $2.99 but ,001B000001LLakqIAD
SuperDuperNetwork - The really horrible for the past two month. I hate SuperDuperNetwork. Work on the Internet is impossible. Constantly the connection is lost. Speed - badly - 2-20 mb and should - 80 mb. 2 times messed up my purchases with http://o-vegas,001B000001LLakrIAD
I bought some electronics that I needed to hook up to my SuperDuperNetwork wifi and it's two days of constant punishment trying to reset my password. I was online at least 3 hours yesterday and half of the day today and it's starting to look like I will n,001B000001LLaksIAD
"I was recently told by a customer service person that when I am behind on my bill, that SuperDuperNetwork DELIBERATELY slows down my internet speed. Here's the thing: they are getting me coming AND going. I have bipolar depression and don't always catch p",001B000001LLaktIAD
"I have had SuperDuperNetwork/SpecialtyMobility for many years, and was always satisfied. Since they changed to their ""X1"" offering, my internet service is awful. I go for a week or longer with very slow and unresponsive internet service; then for a week o",001B000001LLakuIAD
Let's start by saying I've been with SuperDuperNetwork for over 2 years because there is no other service I can get here or else I would have been gone. By far the worst customer service. If you call in make sure you have water and a Tylenol close. You wi,001B000001LLakvIAD
"I'm going to lose my mind. How do you get any help with these companies? The worst customers service. I have called over 14 times was, they suppose to have a 30 day cancellation policy. I'm being charged over 200.00 for slow internet that should be 19.99 ",001B000001LLakwIAD
I hate SuperDuperNetwork. I have been a customer for over 5 years now. I HATE them. We have been having issues with the internet intermittently going out on us since we moved about four years ago. I call them and they do a quick fix (a week or so before t,001B000001LLakxIAD
We have been a long standing SuperDuperNetwork customer. First it was the double billing. Tried to arranged the cycling time frame where it would fall at a different time frame did not work. Second issue was the phone - it suddenly cut off in midstream of,001B000001LLakyIAD
"I was overbilled for 6 months. At the end of each month I went to the SpecialtyMobility store to speak directly with a rep. Each time, I was told my account would be credited and calibrated, but it never was right. Finally I spent two and a half hours put",001B000001LLakzIAD
"I had a plan with SuperDuperNetwork only for the internet, high speed blast. I ran a internet speed check to see how fast it is, as I was noticing slower and slower internet connection. It was the very minimum speed, at 0.61 mb/ sec.... unbelievable... an",001B000001LLal0IAD
"Their customer service is without a doubt the WORST I've ever dealt with. This is not the actual office, but the customer service reps via a phone. I have dealt with them for 4 weeks trying to get a refund on an over-bill and it took a complaint to the Be",001B000001LLal1IAD
Worst services ever. There's always a power outage. Bill is unpredictable for same services. They can't help you when you need it the most. Big mistake.,001B000001LLal2IAD
"I was a SuperDuperNetwork customer for over 25 years. Within the last year I was waiting for SuperDuperNetwork to adjust my bill. They sent it to a collection agency for 327.50. I paid it off in full 2 days, later the balance was 0. 3 days later it said I",001B000001LLal3IAD
"We sold our home and moved in with a friend, SuperDuperNetwork/SpecialtyMobility has charged us $140 for cancelling our service. They say this is because we did not transfer the service to our new location - we DO NOT have a new location! I want a refund ",001B000001LLal4IAD
"The more SuperDuperNetwork proclaims to put the customer first the more hollow it is. We researched ISPs in our area and decided to go with SuperDuperNetwork. They tried their best to hook us into their bundled service which is such a good deal, for a yea",001B000001LLal5IAD
They demanded over 100.00 dollars for service which they could not provide upfront. Now they are refusing to refund that money. They are not to be trusted and I am now calling the BBB. I gave them this money in good faith to install internet for my son. N,001B000001LLal6IAD
I've had SuperDuperNetwork for over a year and my internet has gone down several times. I find myself calling their technical support at least 3 times a week because my internet connection doesn't work. From paying $50 a month it's gone up to 100 a month ,001B000001LLal7IAD
"We pay on time. We pay a lot of money. We HAVE HORRIBLE INTERNET CONNECTION. Intermittent, slow, terrible. We call the company to attempt to get it fixed and they do nothing. They have horrible customer service and literally offer no helpful solutions. Th",001B000001LLal8IAD
"So I've been with SuperDuperNetwork since November 2015 and have never had to call for any reason especially since I'm self sufficient with any electronics that come in and out of my home. I had to Call 4 times alone today, about a call I receive from Sup",001B000001LLal9IAD
"You use their modem, you get charged $10 every month. Still you don't have good connection and can't use the Internet if you not buy the modem. You pay for a 75mega bytes speed, you get less than 30, you get upset and tired of calling them everyday and de",001B000001LLalAIAT
"They are the worst company to deal with for internet services. Avoid them at all costs. They told me one price, and I got an email for a different price. They told me that I could set up one way, and then told me I cannot do it that way. Their customer se",001B000001LLalBIAT
It seems that their system is not robust and actually quite fragile. Each time it rains the cable internet service goes out and it takes days to fix. They must not know how to learn how to make the service reliable for some reason. I'm running two busines,001B000001LLalCIAT
Been dealing with a nightmare at SuperDuperNetwork for at least 3 years now. I pay $90 a month for high-speed internet and receive half the speed I pay for. I have to keep calling there for them to turn my internet speed up. Then my service works good for,001B000001LLalDIAT
"This review is about the SpecialtyMobility internet service we currently have. We signed up with SpecialtyMobility 2 months ago as we left WATNet. That was our biggest mistake for the year 2016. Indeed, at the time we were signing up, nobody made us aware",001B000001LLalEIAT
"SuperDuperNetwork/SpecialtyMobility is by far the worst Cable & Internet provider ever. I completely agree with the reviews, because they are indeed accurate and this I know because I'm a customer who regrets signing up for service. I work from home and I",001B000001LLalFIAT
"I've been calling every day to dispute my bills for 1 month. I got charged for almost $500 for early termination fee. Thought it was a mistake. I called a SuperDuperNetwork rep the same day. She told that I was under an contract for 2 years, which I've ne",001B000001LLalGIAT
SuperDuperNetwork is blocking NBA games airing on TBS and ESPN via Sling TV that are also aired on SuperDuperNetwork Sports Network. This is illegal.,001B000001LLalHIAT
